id,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,class_bird,french_name,english_name
171,"Linnaeus, 1766",,19 à 23 cm.,coronata,"
 ",Parulidés,https://www.oiseaux.net/photos/denis.chavigny/images/paruline.a.croupion.jaune.dcha.2p.jpg,,Passériformes,12 à 13 g,15 cm,Paruline à croupion jaune (Setophaga coronata) est un oiseau qui appartient à la famille des Parulidés.,Paruline à croupion jaune,171.Myrtle_Warbler,Paruline à croupion jaune,Myrtle Warbler
174,"Gmelin, JF, 1789",LC,20 à 21 cm.,palmarum,"
 ",Parulidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/paruline.a.couronne.rousse.bkma.0p.jpg,,Passériformes,7 à 13 g,14 cm,"Chez les adultes en plumage nuptial, le capuchon est roux éclatant, sans stries. La nuque, le manteau, le dos et les scapulaires sont gris-brun avec une teinte olive et et quelques stries plus sombres. Le croupion et les sus-caudales sont jaune-olive. Le sourcil jaune pâle contraste avec le trait oculaire qui est sombre. Il y a un croissant suboculaire blanc. Les lores et les couvertures auriculaires affichent une couleur gris-brun nuancée de roux qui est mise en valeur par le blanc et la sous-moustache et par le gris-brun pâle des côtés du cou. On peut apercevoir un fin trait malaire qui borde le jaune de la gorge et du haut de la poitrine. La poitrine a une ligne de stries foncées qui se poursuivent en s'atténuant jusqu'aux flancs. Le reste des parties inférieures est blanchâtre, excepté les sous-caudales qui contrastent en jaune.
Les ailes sont brun noirâtre avec des bordures chamois clair. Les grandes et les moyennes couvertures sont terminées de blanc chamoisé formant 2 vagues barres alaires. La queue est brun noirâtre avec des liserés plus pâles et des taches blanches sur les plumes externes. Le bec est noirâtre avec une base plus pâle sur la mandibule inférieure. Les pattes sont brun sombre. Les sexes sont identiques.
En plumage non nuptial, le capuchon est plus ou moins uniforme avec les parties supérieures, bien que des plumes éparses rousses soient toujours visibles. La gorge blanchâtre ne tranche pas avec le reste des parties inférieures, mais parfois on peut apercevoir un lavis jaunâtre.
Les oiseaux de première année sont comme les adultes pendant toute l'année mais leurs rectrices semblent plus pointues au printemps. L'alula, les couvertures primaires et les rectrices sont plus usées et paraissent plus brunâtres. Certains oiseaux, probablement des femelles, ont un peu de roux sur la calotte et du blanc sur la gorge. En automne, les oiseaux qui ont du roux sur le capuchon et du jaune sur la gorge sont des mâles. 
Les juvéniles ont un capuchon et un dessus gris-brun mouchetés de sombre et devenant plus strié sur le bas du manteau. Les oreillons sont tachetés de chamois clair et de gris brun. Les lores sont plus foncés. Le dessous est gris-chamois avec des écailles brun foncé excepté sur les sous-caudales. La poitrine est abondamment striée. Les barres alaires sont chamois-cannelle.",Paruline à couronne rousse,174.Palm_Warbler,Paruline à couronne rousse,Palm Warbler
167,"Boddaert, 1783",,-,citrina,"
 ",Parulidés,https://www.oiseaux.net/photos/serge.nicolle/images/paruline.a.capuchon.seni.0p.jpg,,Passériformes,9 à 12 g,13 cm,Paruline à capuchon (Setophaga citrina) est un oiseau qui appartient à la famille des Parulidés.,Paruline à capuchon,167.Hooded_Warbler,Paruline à capuchon,Hooded Warbler
180,"Wilson, A, 1811",LC,14 à 17 cm.,pusilla,"
 ",Parulidés,https://www.oiseaux.net/photos/serge.nicolle/images/paruline.a.calotte.noire.seni.1p.jpg,,Passériformes,5 à 10 g,12 cm,"Chez le mâle de la race nominale, le centre du capuchon est noir, formant une tache bien visible. Le front, le sourcil, la gorge et la sous-moustache composent un ensemble jaune-citron éclatant. Le reste des parties inférieures est également jaune-citron brillant mais est cependant légèrement nuancé de verdâtre. La nuque, les couvertures auriculaires, les côtés du cou et les parties supérieures affichent une teinte vert-olive jaunâtre brillant. Les ailes et la queue ont une apparence plus sombre avec du vert-olive sur la bordure des plumes. Les liserés verdâtres sont plus larges sur les couvertures, les tertiaires et les rectrices centrales. Le bec est noirâtre, avec une tache chair à la base de la mandibule inférieure. Les pattes sont rosâtres. Le mâle n'a pas de plumage nuptial particulier, sa livrée reste semblable pendant toute l'année. 
La femelle adulte est semblable à son partenaire. Néanmoins, la tache centrale noire et brillante est presque absente sur le capuchon. L'apport de noir sur le sommet de la tête varie de quelques rares plumes jusqu'à une calotte complète. Dans ce dernier cas, cette dernière est plus terne, moins développée et est souvent mouchetée de vert-olive. La femelle est semblable toute l'année. 
Les mâles de première année ressemblent aux adultes après la mue, mais leurs rectrices sont plus pointues. Les rémiges, l'alula et les couvertures primaires paraissent plus usés au printemps. Le plumage semble aussi plus terne, ce qui est un bon moyen de les différencier des adultes, surtout dans la race chryseola où ces derniers sont particulièrement brillants. En plumage non nuptial, les femelles de première année n'ont pas de calotte noire. Dès qu'arrive la période de reproduction, elles acquièrent un peu de noir, mais dans une proportion encore inférieure à celle des femelles adultes. 
Les juvéniles ont une tête et un dessus ternes, de couleur brun-olive pâle avec quelques mouchetures rousses. La gorge, la poitrine et les flancs sont brun-olive terne devenant plus jaune sur le ventre et les sous-caudales. Les grandes et les moyennes couvertures ont des pointes chamois clair, formant 2 vagues barres alaires. Le bec est chamois rosâtre, les pattes sont un peu plus pâles que celles des parents.",Paruline à calotte noire,180.Wilson_Warbler,Paruline à calotte noire,Wilson's Warbler
166,,,,,,,https://www.oiseaux.net/photos/hans.spiecker/images/id/paruline.a.ailes.dorees.hasp.3p.152.h.jpg,https://www.oiseaux.net/maps/images/paruline.a.ailes.dorees.1.200.w.png,,,,Paruline à ailes dorées (Vermivora chrysoptera) est un oiseau qui appartient à la famille des Parulidés.,Paruline à ailes dorées,166.Golden_winged_Warbler,Paruline à ailes dorées,Golden-winged Warbler
161,,,,,,,https://www.oiseaux.net/photos/ricketdi/images/paruline.a.ailes.bleues.fori.1p.152.h.jpg,https://www.oiseaux.net/maps/images/paruline.a.ailes.bleues.1.200.w.png,,,,Paruline à ailes bleues (Vermivora cyanoptera) est un oiseau qui appartient à la famille des Parulidés.,Paruline à ailes bleues,161.Blue_winged_Warbler,Paruline à ailes bleues,Blue-winged Warbler
95,"Linnaeus, 1758",LC,23 à 30 cm.,galbula,"
 ",Ictéridés,https://www.oiseaux.net/photos/denis.chavigny/images/oriole.du.nord.dcha.1p.jpg,,Passériformes,30 à 40 g,22 cm,"Les orioles du Nord sont sexuellement dimorphiques. Les mâles sont 1 à 5% plus grands que leur partenaire. Les mâles adultes ont une tête et un dos noir. Le bec est noir, hormis la mandibule inférieure et le bord tranchant de la mandibule supérieure qui sont bleu-gris. La poitrine, le croupion et les parties inférieures sont orange brillant. La poitrine présente une teinte plus éclatante. Les ailes sont noires avec une barre orange vif au niveau des épaulettes et une évidente barre blanche au niveau des grandes couvertures. La queue est orange avec des stries noires. La paire de rectrices centrales est entièrement noire. Les femelles adultes sont plus claires que leur partenaire, présentant un plumage brun-olive à orange. Les ailes sont brunes avec des barres blanches. Le bec est gris. La tête peut afficher quelques traces de noir. La queue est gris-olive avec des bases jaunes ou orange sur les rectrices extérieures. Les juvéniles ont un plumage variable mais ils ressemblent généralement aux femelles adultes. Les jeunes mâles mettent plus d'un an pour acquérir leur plumage adulte.",Oriole du Nord,095.Baltimore_Oriole,Oriole du Nord,Baltimore Oriole
63,"Phipps, 1774",,106 à 118 cm.,eburnea,"
 ",Laridés,https://www.oiseaux.net/photos/archibald.thorburn/images/mouette.blanche.arth.0p.jpg,https://www.oiseaux.net/maps/images/mouette.blanche.1.200.w.png,Charadriiformes,448 à 687 g,48 cm,"Cette belle mouette du Haut-Arctique a une silhouette qui rappelle celle de la Mouette tridactyle, encore qu'elle soit un peu plus grande et plus robuste, que son corps soit plus long et qu'en vol, ses ailes soient un peu plus longues et larges. L'adulte est entièrement blanc. Ses seules marques de coquetterie sont son iris sombre, ses courtes pattes noires, son bec jaunâtre à base grisâtre ou jaunâtre avec une petite tache orange juste à son extrémité. Les juvéniles et les individus de premier hiver ont un semis de plumes à bout noir, notamment sur le dessus. Ils présentent une queue avec une bande terminale noire, leur face est tachée de sombre et leur bec affiche une teinte grisâtre avec un bout jaune. Dès le deuxième été, ces marques distinctives s'estompent et disparaissent mais la face conserve encore une légère coloration grisâtre et le bec devient entièrement jaunâtre.",Mouette blanche,063.Ivory_Gull,Mouette blanche,Ivory Gull
37,,,,,,,https://www.oiseaux.net/photos/michel.lamarche/images/id/moucherolle.vert.mila.2p.152.h.jpg,,,,,Moucherolle vert (Empidonax virescens) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle vert,037.Acadian_Flycatcher,Moucherolle vert,Acadian Flycatcher
39,"Baird, WM  Baird, SF, 1843",,-,minimus,"
 ",Tyrannidés,https://www.oiseaux.net/photos/denis.chavigny/images/moucherolle.tchebec.dcha.1p.jpg,https://www.oiseaux.net/maps/images/moucherolle.tchebec.1.200.w.png,Passériformes,8 à 13 g,14 cm,Moucherolle tchébec (Empidonax minimus) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle tchébec,039.Least_Flycatcher,Moucherolle tchébec,Least Flycatcher
103,"Latham, 1790",LC,26 à 28 cm.,phoebe,"
 ",Tyrannidés,https://www.oiseaux.net/photos/denis.chavigny/images/moucherolle.phebi.dcha.1p.jpg,,Passériformes,16 à 21 g,12 à 17 cm,"Chez les adultes, les parties supérieures sont olive grisâtre. Cependant, le capuchon est plus sombre et contraste avec le dos. Les ailes sont d'un olive grisâtre qui tend plus vers le noir si bien que les bordures pâles des plumes sont plus visibles. Les liserés blanchâtres des secondaires forment d'ailleurs parfois une bande claire sur l'aile fermée. 
La gorge est blanche mais on aperçoit souvent un lavis grisâtre qui traverse la poitrine. Le ventre blanchâtre est parfois nuancé de jaune pâle. Les iris sont sombres, le bec et les pattes noirs. Le mâle et la femelle sont identiques. Toutefois, cette dernière est légèrement plus petite que son partenaire (voir données biométriques). 
Les juvéniles ont des terminaisons chamois clair sur les plumes des couvertures alaires, ce qui forme deux vagues barres alaires.",Moucherolle phébi,103.Sayornis,Moucherolle phébi,Eastern Phoebe
43,"Baird, WM  Baird, SF, 1843",,-,flaviventris,"
 ",Tyrannidés,https://www.oiseaux.net/photos/serge.nicolle/images/moucherolle.a.ventre.jaune.seni.0p.jpg,https://www.oiseaux.net/maps/images/moucherolle.a.ventre.jaune.1.200.w.png,Passériformes,9 à 16 g,15 cm,Moucherolle à ventre jaune (Empidonax flaviventris) est un oiseau qui appartient à la famille des Tyrannidés.,Moucherolle à ventre jaune,043.Yellow_bellied_Flycatcher,Moucherolle à ventre jaune,Yellow-bellied Flycatcher
